	en	pl	de	fr	zh	pt	ru	es
DeckBlockedEvent	The flight deck has been cleared and blocked due to an Evasive Maneuvers order.	Pokład lotniczy został oczyszczony i zablokowany w związku z rozkazem wykonania Manewru Wymijającego.	Das Flugdeck wurde gereinigt und blockiert im Zusammenhang mit dem Befehl, ein Ausweichmanöver einzuleiten.	Le bord d’envol a été dégagé et bloqué sur un ordre de Manœuvre Évasive.	由于过多的操作指令， 甲板被清理并被禁用。	O bordo foi limpo e bloqueado devido à ordem de execução de uma Manobra evasiva.	Полетная палуба была очищена и заблокирована в связи с приказом на выполнение Маневра Уклонения.	La cubierta de aviación se ha limpiado y desbloqueado en relación con la orden de realizar la Maniobra Evasiva.
DeckBlockedState	Blocked	Zablokowane	Blockiert	Bloqués	被封锁	Bloqueado	Заблокировано	Bloqueado
FinalObjectiveTitle	Leave the area	Opuścić teren	Gebiet verlassen	Quittez le terrain	离开该地区	Abandonar zona	Покинуть территорию	Abandonar terreno
FinalObjectiveDescription	Execute the End Mission order to return to the world map.	Wykonaj polecenie Zakończ misję, aby powrócić do mapy świata.	Führe den Befehl Mission beenden aus, um zu der Weltkarte zurückzukommen.	Suivez la commande Terminer la mission pour revenir à la carte du monde.	确认离开	Execute “Finalize a missão” para voltar ao mapa do mundo.	Выполните задание Завершите Миссию, чтобы вернуться на карту мира.	Realice la orden de Terminar misión para volver al mapa del mundo.
BigGunEvent	You are under heavy cannon fire. Click to view.	Znajdujesz się pod silnym ostrzałem armatnim! Kliknij, aby zobaczyć.	Du befindest sich unter einem starken Kanonenbeschuss! Klicke an, um anzuschauen.	Vous vous trouvez sous un feu fort de l’artillerie ! Cliquez pour voir.	我们正处于敌人的猛烈炮火之下， 点击查看。	Vai encontrar-se sob um forte ataque  Faça clique para ver.	Вы попали под сильный артиллерийский огонь! Нажмите, чтобы увидеть.	¡Se encuentra bajo un fuerte ataque de cañones! Haga clic para ver.
BigGunEventShort	You are under heavy cannon fire!	Znajdujesz się pod silnym ostrzałem armatnim!	Du befindest sich unter einem starken Kanonenbeschuss!	Vous vous trouvez sous un feu fort de l’artillerie !	我们正处于敌人的猛烈火力之下！	Vai encontrar-se sob um forte ataque!	Вы попали под сильный артиллерийский огонь!	¡Se encuentra bajo un fuerte ataque de cañones!
DefendAllyFleetTimerDesc_4.1	[OBSOLETE] Defend Allied fleet	Broń Sojuszniczą Flotę	[OBSOLETE] placeholder	[OBSOLETE] placeholder	[已过时] 保卫盟友舰队	[OBSOLETE] placeholder	Обороняйте Союзный Флот	Defienda la Flota Aliada
MoviePause	Press space to pause the film.	Naciśnij spację, aby wstrzymać film.	Drücke Leerzeichen, um den Film zu stoppen.	Appuyez sur la barre d’espace pour mettre le film en pause.	按空格暂停	Faça clique na barra de espaço para  a gravação.	Нажмите пробел, чтобы остановить видео.	Presione el botón de espacio para para el vídeo.
MovieUnpause	Press space to resume playing.	Aby wznowić grę, naciśnij spację.	Um weiterzuspielen, drücke das Leerzeichen.	Pour reprendre le jeu, appuyez sur la barre d’espace.	按空格取消暂停	Para retomar o jogo, faça clique na barra de espaço.	Чтобы возобновить игру, нажмите пробел.	Para volver el juego, presione el botón de espacio
TimeControlPause	Pause game	Wstrzymaj grę	Spiel anhalten	Arrêtez le jeu	暂停游戏	Pausar jogo	Приостановить игру	Suspender juego
TimeControlPauseDesc	Click to pause the passing of time.	Kliknij, aby wstrzymać upływ czasu.	Klicke an, um den Zeitablauf zu stoppen.	Cliquez pour mettre en pause le passage du temps.	点击暂停时间。	Faça clique para parar o tempo.	Нажмите, чтобы приостановить течение времени.	Haga clic para pausar el tiempo.
PP108Desc	The sum of the Attack values of your maneuvers.	Suma wartości ataku twoich kart	Die Summe der Angriffswerte deiner Manöver.	La somme des valeurs d'attaque de vos manœuvres.	你的牌的攻击值之和	A soma dos valores de Ataque das suas manobras.	Сумма значений атаки Ваших карт	La suma del valor del ataque se sus cartas
PP109	Your Defense	Twoja obrona	Deine Verteidigung	Votre défense	你的辩护	A vossa Defesa	Ваша оборона	Su defensa
PP109Desc	The sum of the Defense values of your maneuvers.	Suma wartości obrony twoich kart	Die Summe der Verteidigungswerte deiner Manöver.	La somme des valeurs de défense de vos manœuvres.	你的牌的防御值之和	A soma dos valores da Defesa das suas manobras.	Сумма значений обороны Ваших карт	La suma del valor de defensa en sus cartas.
PP104	Fighter Aircraft cost	Koszt myśliwców	Kosten des Kampfflugzeugs	Coût des avions de chasse	战斗机成本	Custo do avião de caça	Стоимость истребителей	Coste de los cazas
PP104Desc	The number of Fighters needed for this strategy.	Liczba myśliwców użytych w strategii	Die Anzahl der für diese Strategie benötigten Kampfflugzeuge.	Le nombre de chasseurs nécessaires pour cette stratégie.	战略中使用的战斗机数量	O número de Lutadores necessários para esta estratégia.	Количество истребителей, использованных в стратегии	Número de cazas utilizados en la estrategia
PP106Desc	The number of Dive Bombers needed for this strategy.	Liczba bombowców nurkujących wykorzystanych w strategii	Die Anzahl der Sturzkampfbomber, die für diese Strategie benötigt werden.	Le nombre de bombardiers en piqué nécessaires pour cette stratégie.	战略中使用的俯冲轰炸机的数量	O número de Bombeiros de Mergulho necessários para esta estratégia.	Количество пикирующих бомбардировщиков, использованных в стратегии	Número de bombarderos de picado utilizados en la estrategia
PP105	Torpedo Bomber cost	Koszt bombowców torpedowych	Torpedo-Bomber-Kosten	Coût des bombardiers à torpilles	鱼雷轰炸机成本	Custo do Bombardeiro-Torpedo	Стоимость торпедоносцев	Coste de bombarderos de torpedos
PP105Desc	The number of Torpedo Bombers needed for this strategy.	Liczba bombowców torpedowych wykorzystanych w strategii	Die Anzahl der Torpedobomber, die für diese Strategie benötigt werden.	Le nombre de bombardiers torpilles nécessaires pour cette stratégie.	战略中使用的鱼雷轰炸机的数量	O número de bombardeiros torpedo necessários para esta estratégia.	Количество торпедоносцев, использованных в стратегии	Número de bombarderos de torpedos utilizados en la estrategia
Reset	Reset	Reset	Zurücksetzen	Réinitialiser	重置	Repor	Перезагрузка	Reinicio
